sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,two_year_recid
1.0,36.0,0.0,0.0,4.0,0.0,0.0,31.0,-215.0,215.0,0.0,319.0,0.0,0.0,0.0,4.0,2.0,4.0
0.0,33.0,2.0,0.0,3.0,0.0,0.0,12.0,-1.0,2.0,0.0,323.0,0.0,0.0,0.0,3.0,2.0,2.0
0.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,94.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,37.0,0.0,0.0,2.0,0.0,0.0,23.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,2.0,3.0
1.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,23.0,3.0,0.0,8.0,0.0,0.0,33.0,-1.0,1.0,1.0,288.0,0.0,0.0,0.0,8.0,5.0,6.0
1.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,327.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,37.0,0.0,0.0,3.0,0.0,0.0,23.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,3.0,2.0,3.0
1.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,217.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,56.0,2.0,0.0,2.0,0.0,0.0,32.0,-45.0,45.0,0.0,327.0,0.0,0.0,0.0,2.0,1.0,5.0
1.0,33.0,3.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,142.0,0.0,0.0,0.0,1.0,2.0,1.0
1.0,24.0,5.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,159.0,0.0,0.0,0.0,3.0,5.0,0.0
0.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,-10.0,10.0,0.0,75.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,38.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,139.0,1.0,0.0,0.0,7.0,5.0,15.0
1.0,31.0,2.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,5.0,5.0,2.0
0.0,39.0,0.0,0.0,6.0,0.0,0.0,23.0,-1.0,1.0,1.0,380.0,0.0,0.0,0.0,6.0,2.0,3.0
1.0,23.0,2.0,0.0,2.0,1.0,0.0,1.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,4.0,1.0
1.0,67.0,0.0,0.0,0.0,0.0,0.0,31.0,-1.0,173.0,1.0,140.0,0.0,0.0,0.0,1.0,1.0,4.0
1.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,64.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,2.0,1.0,137.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,68.0,3.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,1.0,106.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,37.0,3.0,0.0,6.0,0.0,0.0,36.0,-52.0,47.0,0.0,437.0,0.0,0.0,0.0,6.0,7.0,9.0
1.0,43.0,0.0,0.0,7.0,1.0,0.0,16.0,-1.0,1.0,0.0,128.0,0.0,0.0,0.0,7.0,3.0,23.0
0.0,50.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,2.0,1.0,3.0
1.0,61.0,0.0,0.0,4.0,0.0,0.0,24.0,-56.0,56.0,0.0,437.0,0.0,0.0,0.0,4.0,2.0,30.0
1.0,35.0,0.0,0.0,6.0,0.0,0.0,22.0,-101.0,101.0,0.0,10.0,0.0,0.0,0.0,6.0,8.0,29.0
1.0,52.0,2.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,1.0,1.0,2.0
0.0,58.0,3.0,0.0,5.0,0.0,0.0,1.0,-345.0,133.0,0.0,437.0,0.0,0.0,0.0,5.0,3.0,1.0
1.0,44.0,0.0,0.0,3.0,0.0,0.0,36.0,73.0,132.0,0.0,437.0,0.0,0.0,0.0,3.0,1.0,9.0
1.0,39.0,2.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,2.0,1.0,3.0
1.0,32.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0,0.0,0.0,0.0,3.0,2.0,0.0
1.0,27.0,5.0,0.0,4.0,0.0,0.0,1.0,-1.0,1.0,0.0,172.0,0.0,0.0,0.0,4.0,4.0,1.0
1.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,342.0,0.0,0.0,0.0,2.0,2.0,0.0
1.0,36.0,0.0,0.0,5.0,0.0,0.0,7.0,-1.0,0.0,0.0,437.0,0.0,0.0,0.0,5.0,1.0,15.0
0.0,50.0,0.0,0.0,3.0,0.0,0.0,31.0,-1.0,2.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,4.0
0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,30.0,2.0,0.0,3.0,0.0,0.0,0.0,-7.0,7.0,0.0,195.0,0.0,0.0,0.0,3.0,1.0,0.0
1.0,28.0,2.0,0.0,3.0,0.0,0.0,1.0,-25.0,26.0,1.0,45.0,0.0,0.0,0.0,3.0,4.0,1.0
1.0,47.0,2.0,0.0,4.0,0.0,0.0,12.0,-3.0,4.0,0.0,383.0,0.0,0.0,0.0,4.0,5.0,2.0
1.0,45.0,5.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,3.0,1.0,0.0
0.0,75.0,0.0,0.0,0.0,0.0,0.0,32.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,1.0,1.0,5.0
1.0,43.0,5.0,0.0,2.0,0.0,0.0,23.0,-1.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,3.0
1.0,31.0,3.0,0.0,5.0,0.0,0.0,0.0,-3.0,3.0,1.0,249.0,0.0,0.0,0.0,5.0,2.0,0.0
1.0,29.0,3.0,0.0,2.0,0.0,1.0,1.0,-1.0,205.0,1.0,288.0,0.0,0.0,0.0,2.0,2.0,1.0
1.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,0.0,0.0,0.0,10.0,8.0,0.0
1.0,57.0,2.0,0.0,2.0,0.0,0.0,33.0,-23.0,24.0,0.0,195.0,0.0,0.0,0.0,2.0,2.0,6.0
1.0,28.0,2.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,2.0,2.0
1.0,24.0,0.0,0.0,7.0,1.0,0.0,1.0,-1.0,1.0,0.0,319.0,0.0,0.0,0.0,7.0,7.0,1.0
1.0,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,6.0,3.0,0.0
0.0,23.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,4.0,1.0
1.0,25.0,2.0,0.0,3.0,0.0,0.0,1.0,-1.0,1.0,0.0,59.0,0.0,0.0,0.0,3.0,2.0,1.0
1.0,40.0,0.0,0.0,7.0,0.0,0.0,13.0,-1.0,1.0,0.0,142.0,0.0,0.0,0.0,7.0,4.0,20.0
1.0,25.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,8.0,6.0,0.0
0.0,23.0,0.0,0.0,7.0,0.0,0.0,33.0,-18.0,18.0,1.0,244.0,0.0,0.0,0.0,7.0,5.0,6.0
0.0,24.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,342.0,0.0,0.0,0.0,5.0,4.0,0.0
1.0,29.0,3.0,0.0,9.0,0.0,0.0,1.0,-2.0,2.0,1.0,137.0,0.0,0.0,0.0,9.0,3.0,1.0
1.0,34.0,0.0,0.0,0.0,0.0,0.0,23.0,-4.0,4.0,1.0,437.0,0.0,0.0,0.0,1.0,1.0,3.0
1.0,25.0,3.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,4.0,0.0
1.0,52.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,45.0,4.0,0.0,2.0,0.0,0.0,1.0,-1.0,147.0,1.0,437.0,0.0,0.0,0.0,2.0,1.0,1.0
1.0,46.0,0.0,0.0,0.0,0.0,0.0,23.0,-1.0,1.0,0.0,173.0,0.0,0.0,0.0,1.0,1.0,3.0
1.0,27.0,0.0,0.0,6.0,0.0,0.0,31.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,6.0,6.0,4.0
1.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,2.0,1.0
1.0,26.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,1.0,1.0,45.0,1.0,0.0,0.0,3.0,4.0,1.0
0.0,37.0,2.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,1.0,213.0,0.0,0.0,0.0,3.0,1.0,0.0
1.0,52.0,3.0,0.0,3.0,0.0,0.0,13.0,-1.0,1.0,0.0,161.0,0.0,0.0,0.0,3.0,1.0,20.0
0.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,106.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,46.0,3.0,0.0,6.0,0.0,0.0,7.0,-1.0,119.0,0.0,427.0,0.0,0.0,0.0,6.0,7.0,15.0
1.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,437.0,0.0,0.0,0.0,3.0,4.0,0.0
1.0,36.0,0.0,0.0,4.0,0.0,0.0,31.0,-215.0,215.0,0.0,319.0,0.0,0.0,0.0,4.0,2.0,4.0
1.0,29.0,2.0,0.0,3.0,0.0,0.0,1.0,-22.0,22.0,0.0,319.0,0.0,0.0,0.0,3.0,2.0,1.0
1.0,34.0,2.0,0.0,4.0,0.0,0.0,32.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,4.0,4.0,5.0
0.0,58.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,199.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,25.0,0.0,0.0,5.0,0.0,0.0,31.0,-170.0,170.0,1.0,244.0,0.0,0.0,0.0,5.0,8.0,4.0
1.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,56.0,2.0,0.0,0.0,0.0,0.0,23.0,-1.0,1.0,0.0,419.0,0.0,0.0,0.0,1.0,1.0,3.0
1.0,41.0,0.0,0.0,6.0,0.0,0.0,0.0,-4.0,4.0,1.0,45.0,0.0,0.0,0.0,6.0,2.0,0.0
1.0,25.0,2.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,1.0,246.0,0.0,0.0,0.0,8.0,4.0,2.0
1.0,20.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,288.0,0.0,0.0,0.0,3.0,6.0,0.0
1.0,28.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,3.0,2.0,1.0
1.0,34.0,2.0,0.0,4.0,0.0,0.0,32.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,4.0,4.0,5.0
1.0,52.0,2.0,0.0,2.0,0.0,0.0,34.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,2.0,7.0
1.0,25.0,2.0,0.0,4.0,1.0,0.0,33.0,-16.0,16.0,0.0,437.0,0.0,0.0,0.0,4.0,3.0,6.0
1.0,33.0,2.0,0.0,2.0,0.0,0.0,12.0,-1.0,1.0,1.0,140.0,0.0,0.0,0.0,2.0,2.0,2.0
1.0,34.0,2.0,0.0,7.0,0.0,0.0,35.0,-104.0,104.0,0.0,319.0,0.0,0.0,0.0,7.0,4.0,8.0
0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,71.0,2.0,0.0,2.0,0.0,0.0,5.0,-1.0,1.0,0.0,177.0,0.0,0.0,0.0,2.0,1.0,13.0
1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,4.0,3.0,0.0
1.0,25.0,2.0,0.0,5.0,0.0,0.0,12.0,-1.0,1.0,0.0,251.0,0.0,0.0,0.0,5.0,3.0,2.0
1.0,36.0,0.0,0.0,7.0,0.0,0.0,3.0,-1.0,1.0,0.0,142.0,1.0,0.0,0.0,7.0,3.0,11.0
1.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,-1.0,1.0,0.0,59.0,0.0,0.0,0.0,5.0,6.0,0.0
1.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,162.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,32.0,3.0,0.0,0.0,0.0,0.0,1.0,-27.0,27.0,0.0,319.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,-90.0,90.0,0.0,57.0,0.0,0.0,0.0,1.0,2.0,1.0
1.0,22.0,2.0,0.0,5.0,0.0,3.0,0.0,-3.0,4.0,0.0,301.0,0.0,0.0,0.0,5.0,6.0,0.0
1.0,52.0,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,1.0,107.0,0.0,0.0,0.0,1.0,1.0,2.0
1.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,1.0,437.0,0.0,0.0,0.0,3.0,5.0,0.0
1.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,90.0,1.0,112.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,41.0,2.0,0.0,5.0,0.0,0.0,23.0,-1.0,1.0,0.0,142.0,0.0,0.0,0.0,5.0,2.0,3.0
